premio,empresa,codigo projeto,tipo do premio,premio estudante 1,premio estudante 2,premio estudante 3,premio orientador,premio coorientador,premio escola,premio local de pesquisa,ano
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,BIO199,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,AGR092,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SOC104,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,HUM157,Projeto,0,0,0,0,0,0,0,2018
Destaque em Física 2018,Instituto de Física da USP,EXA248,Projeto,0,0,0,0,0,0,0,2018
Menção Honrosa em Física 2018,Instituto de Física da USP,EXA252,Projeto,0,0,0,0,0,0,0,2018
Menção Honrosa em Física 2018,Instituto de Física da USP,EXA255,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque 2018,Technion Brazilian Society,ENG006,Participantes,1,0,0,0,0,0,0,2018
Prêmio Destaque 2018,Technion Brazilian Society,ENG036,Participantes,1,0,0,0,0,0,0,2018
Prêmio Destaque 2018,Technion Brazilian Society,ENG043,Participantes,1,0,0,0,0,0,0,2018
Prêmio ABRITEC - FEBIC,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG079,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - FEBIC,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,AGR080,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - FEBIC,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SOC113,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - FEBIC,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,BIO173,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - FEBIC,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,EXA287,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Mostra Científica Latino Americana,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SOC122,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - EICCIE,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG007,Projeto,0,0,0,0,0,0,0,2018
1o lugar Projeto Destaque da SBPC na FEBRACE,SBPC,BIO185,Projeto,0,0,0,0,0,0,0,2018
2o lugar Projeto Destaque da SBPC na FEBRACE,SBPC,SAU229,Projeto,0,0,0,0,0,0,0,2018
3o lugar Projeto Destaque da SBPC na FEBRACE,SBPC,ENG053,Projeto,0,0,0,0,0,0,0,2018
Menção honrosa da SBPC na FEBRACE,SBPC,ENG071,Projeto,0,0,0,0,0,0,0,2018
Menção honrosa da SBPC na FEBRACE,SBPC,EXA263,Projeto,0,0,0,0,0,0,0,2018
ASU Walton Sustainability Solution Initiatives,Arizona State University - Rob and Melani Walton Sustainability Solutions Initiatives,SOC110,Projeto,0,0,0,0,0,0,0,2018
Outstanding for Behavioral Sciences,American Psychological Association,SOC120,Projeto,0,0,0,0,0,0,0,2018
Intel Excellence in Computer Science,Intel Excellence in Computer Science,EXA294,Projeto,0,0,0,0,0,0,0,2018
The 2018 Regional Ricoh Sustainable Development Award,RICOH  Americas Corporation,AGR092,Projeto,0,0,0,0,0,0,0,2018
The 2018 Regional Ricoh Sustainable Development Award,RICOH  Americas Corporation,BIO193,Projeto,0,0,0,0,0,0,0,2018
"Most Outstanding Exhibit in Computer Science, Engineering, Physics or Chemistry",Yale Science and Engineering Association,ENG006,Projeto,0,0,0,0,0,0,0,2018
Outstanding Achievement for Ability and Creativity in In Vitro Biology,Society for in Vitro Biology,BIO215,Projeto,0,0,0,0,0,0,0,2018
"Most Challenging, original, thorough and Creative Investigation of a Problem Involving Mathematics",MU Alpha Theta,EXA247,Projeto,0,0,0,0,0,0,0,2018
Student Awards for Geoscience Excellence,Association for Women Geoscientists,HUM141,Projeto,0,0,0,0,0,0,0,2018
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,EXA260,Projeto,0,0,0,0,0,0,0,2018
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,BIO185,Projeto,0,0,0,0,0,0,0,2018
Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Centro Paula Souza,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,EXA263,Projeto,0,0,0,0,0,0,0,2018
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,EXA250,Projeto,0,0,0,0,0,0,0,2018
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG042,Projeto,0,0,0,0,0,0,0,2018
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,SOC119,Projeto,0,0,0,0,0,0,0,2018
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,BIO184,Projeto,0,0,0,0,0,0,0,2018
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,SAU217,Projeto,0,0,0,0,0,0,0,2018
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,ENG032,Projeto,0,0,0,0,0,0,0,2018
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,SAU226,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,HUM158,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,ENG011,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,ENG014,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,AGR081,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,AGR084,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,BIO207,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista ECO 21,Revista ECO 21,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio Marinha do Brasil - 1o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG071,Projeto,0,0,0,0,0,0,0,2018
Prêmio Marinha do Brasil - 2o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,BIO185,Projeto,0,0,0,0,0,0,0,2018
Prêmio Marinha do Brasil - 3o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,BIO195,Projeto,0,0,0,0,0,0,0,2018
Prêmio Nave à Vela de Inovação,Nave à Vela,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,SOC103,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,ENG057,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,BIO175,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,ENG024,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,EXA283,Projeto,0,0,0,0,0,0,0,2018
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG053,Projeto,0,0,0,0,0,0,0,2018
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG076,Projeto,0,0,0,0,0,0,0,2018
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG008,Projeto,0,0,0,0,0,0,0,2018
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG010,Projeto,0,0,0,0,0,0,0,2018
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO209,Projeto,0,0,0,0,0,0,0,2018
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO199,Projeto,0,0,0,0,0,0,0,2018
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO215,Projeto,0,0,0,0,0,0,0,2018
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO198,Projeto,0,0,0,0,0,0,0,2018
Prêmio Revista InCiência,Revista INCIÊNCIA,EXA262,Projeto,0,0,0,0,0,0,0,2018
Prêmio Samsung Internet das Coisas,Samsung,EXA281,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Instituto 3M,Instituto 3M,BIO187,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Instituto 3M,Instituto 3M,EXA283,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Instituto 3M,Instituto 3M,ENG017,Projeto,0,0,0,0,0,0,0,2018
Prêmio FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",EXA261,Projeto,0,0,0,0,0,0,0,2018
Prêmio FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",SAU218,Projeto,0,0,0,0,0,0,0,2018
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",EXA265,Participantes,0,0,0,1,0,0,0,2018
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",BIO196,Participantes,0,0,0,1,0,0,0,2018
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",HUM138,Participantes,0,0,0,1,0,0,0,2018
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG053,Participantes,0,0,0,1,0,0,0,2018
Prêmio Poli Cidadã - Destaque em Tecnologia e Desenvolvimento Social,Poli Cidadã,ENG066,Projeto,0,0,0,0,0,0,0,2018
Prêmio Poli Cidadã - Menção Honrosa,Poli Cidadã,ENG068,Projeto,0,0,0,0,0,0,0,2018
Prêmio Poli Cidadã - Menção Honrosa,Poli Cidadã,ENG025,Projeto,0,0,0,0,0,0,0,2018
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG006,Projeto,0,0,0,0,0,0,0,2018
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG018,Projeto,0,0,0,0,0,0,0,2018
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG048,Projeto,0,0,0,0,0,0,0,2018
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG071,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar na Votação Popular,FEBRACE,EXA287,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar na Votação Popular,FEBRACE,SOC103,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar na Votação Popular,FEBRACE,HUM155,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar na Votação Popular,FEBRACE,BIO201,Projeto,0,0,0,0,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,ENG024,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,AGR097,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,ENG002,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,ENG039,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,HUM165,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,ENG053,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,ENG022,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,BIO175,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,HUM163,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque Finalista,FEBRACE,HUM138,Participantes,0,0,0,1,0,0,0,2018
Prêmio Professor Destaque,FEBRACE,ENG053,Participantes,0,0,0,1,0,0,0,2018
Prêmio Destaque Unidades da Federação - Acre ,FEBRACE,HUM157,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Alagoas,FEBRACE,ENG078,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Amapá,FEBRACE,AGR092,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Amazonas,FEBRACE,ENG022,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Bahia,FEBRACE,BIO193,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Ceará,FEBRACE,BIO185,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Distrito Federal,FEBRACE,BIO202,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Espírito Santo,FEBRACE,ENG023,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Goiás,FEBRACE,EXA260,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Maranhão,FEBRACE,SAU232,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Mato Grosso,FEBRACE,HUM138,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Mato Grosso do Sul,FEBRACE,HUM160,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Minas Gerais,FEBRACE,HUM149,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Pará,FEBRACE,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Paraíba,FEBRACE,AGR093,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Paraná,FEBRACE,SAU229,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Pernambuco,FEBRACE,HUM151,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Piauí,FEBRACE,EXA255,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Rio de Janeiro,FEBRACE,SAU216,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Rio Grande do Norte,FEBRACE,BIO184,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Rio Grande do Sul,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Rondônia,FEBRACE,SOC122,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Roraima,FEBRACE,BIO173,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Santa Catarina,FEBRACE,ENG019,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - São Paulo,FEBRACE,ENG053,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Unidades da Federação - Tocantins,FEBRACE,BIO200,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Agrárias,FEBRACE,AGR094,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Agrárias,FEBRACE,AGR093,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Agrárias,FEBRACE,AGR088,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Agrárias,FEBRACE,AGR092,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Agrárias,FEBRACE,AGR084,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Biológicas,FEBRACE,BIO200,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Biológicas,FEBRACE,BIO199,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Biológicas,FEBRACE,BIO169,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Biológicas,FEBRACE,BIO196,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Biológicas,FEBRACE,BIO195,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Biológicas,FEBRACE,BIO198,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Biológicas,FEBRACE,BIO184,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Biológicas,FEBRACE,BIO209,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Biológicas,FEBRACE,BIO193,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Biológicas,FEBRACE,BIO185,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Engenharia,FEBRACE,ENG059,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Engenharia,FEBRACE,ENG069,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Engenharia,FEBRACE,ENG004,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Engenharia,FEBRACE,ENG012,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Engenharia,FEBRACE,ENG025,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Engenharia,FEBRACE,ENG043,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Engenharia,FEBRACE,ENG019,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Engenharia,FEBRACE,ENG006,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Engenharia,FEBRACE,ENG010,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Engenharia,FEBRACE,ENG029,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Engenharia,FEBRACE,ENG071,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Engenharia,FEBRACE,ENG076,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Engenharia,FEBRACE,ENG008,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Engenharia,FEBRACE,ENG053,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Engenharia,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA287,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA286,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA267,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA293,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA259,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA263,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA283,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA260,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA290,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA281,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA261,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Humanas,FEBRACE,HUM147,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Humanas,FEBRACE,HUM163,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Humanas,FEBRACE,HUM135,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Humanas,FEBRACE,HUM145,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Humanas,FEBRACE,HUM167,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Humanas,FEBRACE,HUM159,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Humanas,FEBRACE,HUM149,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Humanas,FEBRACE,HUM160,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Humanas,FEBRACE,HUM127,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências da Saúde,FEBRACE,SAU236,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências da Saúde,FEBRACE,SAU223,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências da Saúde,FEBRACE,SAU218,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências da Saúde,FEBRACE,SAU216,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências da Saúde,FEBRACE,SAU229,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC119,Projeto,0,0,0,0,0,0,0,2018
4o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC123,Projeto,0,0,0,0,0,0,0,2018
3o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC120,Projeto,0,0,0,0,0,0,0,2018
2o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC111,Projeto,0,0,0,0,0,0,0,2018
1o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,ENG071,Projeto,0,0,0,0,0,0,0,2018
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,EXA263,Projeto,0,0,0,0,0,0,0,2018
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,SAU216,Projeto,0,0,0,0,0,0,0,2018
Prêmio Excelência em Ciências,Associação de Amigos do Instituto Weizmann do Brasil,BIO198,Participantes,1,0,0,0,0,0,0,2018
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,AGR092,Projeto,0,0,0,0,0,0,0,2018
Feria latinoamericana IMAGINATEC,"Secretaría Nacional de Ciencia, Tecnología e Innovación/SENACYT",ENG076,Projeto,0,0,0,0,0,0,0,2018
Feria latinoamericana IMAGINATEC,"Secretaría Nacional de Ciencia, Tecnología e Innovación/SENACYT",EXA281,Projeto,0,0,0,0,0,0,0,2018
Prêmio Veraño Nacional Científico Para Estudiantes Sobresalientes (VENCES),InfoMatrix Brasil,HUM160,Projeto,0,0,0,0,0,0,0,2018
Prêmio Veraño Nacional Científico Para Estudiantes Sobresalientes (VENCES),InfoMatrix Brasil,SAU218,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEROCIT,FEROCIT - Ferocit. Feira de Rondônia de Científica de Inovação e Tecnologia,AGR094,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEROCIT,FEROCIT - Ferocit. Feira de Rondônia de Científica de Inovação e Tecnologia,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEROCIT,FEROCIT - Ferocit. Feira de Rondônia de Científica de Inovação e Tecnologia,HUM149,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque Mostra de Ciências e Tecnologia da Escola AÇAÍ - MCTEA,Mostra de Ciência e Tecnologia da Escola Açaí,SOC119,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque FENECIT ,FENECIT- Feira Nordestina de Ciência e Tecnologia,BIO199,Projeto,0,0,0,0,0,0,0,2018
Prêmio Feira de Ciências do Semiárido Potiguar,Feira de Ciências do Semiárido Potiguar,BIO209,Projeto,0,0,0,0,0,0,0,2018
Prêmio Feira de Ciências do Semiárido Potiguar,Feira de Ciências do Semiárido Potiguar,SAU236,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque EXPOCETI,"EXPOCETI - Exposição de Ciências, Engenharia, Tecnologia e Inovação",SOC120,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque MTEP,MTEP – Mostra Técnica de Projetos,BIO198,Projeto,0,0,0,0,0,0,0,2018
Prêmio Expo Nacional MILSET Brasil,MILSET,BIO184,Projeto,0,0,0,0,0,0,0,2018
Prêmio Expo Nacional MILSET Brasil,MILSET,SOC111,Projeto,0,0,0,0,0,0,0,2018
Prêmio FECEAP,FECEAP - Feira de Ciências do Amapá,SOC123,Projeto,0,0,0,0,0,0,0,2018
Prêmio FECEAP,FECEAP - Feira de Ciências do Amapá,SAU223,Projeto,0,0,0,0,0,0,0,2018
Prêmio FECEAP,FECEAP - Feira de Ciências do Amapá,HUM159,Projeto,0,0,0,0,0,0,0,2018
Prêmio FECEAP,FECEAP - Feira de Ciências do Amapá,EXA260,Projeto,0,0,0,0,0,0,0,2018
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,EXA283,Projeto,0,0,0,0,0,0,0,2018
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,HUM145,Projeto,0,0,0,0,0,0,0,2018
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,EXA259,Projeto,0,0,0,0,0,0,0,2018
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,HUM167,Projeto,0,0,0,0,0,0,0,2018
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,ENG004,Projeto,0,0,0,0,0,0,0,2018
Prêmio MOCINN - Movimento Científico Norte Nordeste,Mocinn - Movimento Científico Norte Nordeste,BIO195,Projeto,0,0,0,0,0,0,0,2018
Prêmio MOCINN - Movimento Científico Norte Nordeste,Mocinn - Movimento Científico Norte Nordeste,ENG010,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEMIC,Associação Mineira de Pesquisa e Iniciação Científica - AMPIC,ENG029,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEMIC,Associação Mineira de Pesquisa e Iniciação Científica - AMPIC,ENG006,Projeto,0,0,0,0,0,0,0,2018
Prêmio FEMIC,Associação Mineira de Pesquisa e Iniciação Científica - AMPIC,EXA290,Projeto,0,0,0,0,0,0,0,2018
Prêmio EXPOCETI,"EXPOCETI - Exposição de Ciências, Engenharia, Tecnologia e Inovação",ENG019,Projeto,0,0,0,0,0,0,0,2018
Prêmio EXPOCETI,"EXPOCETI - Exposição de Ciências, Engenharia, Tecnologia e Inovação",ENG043,Projeto,0,0,0,0,0,0,0,2018
Prêmio MTEP,MTEP – Mostra Técnica de Projetos,ENG025,Projeto,0,0,0,0,0,0,0,2018
Prêmio MTEP,MTEP – Mostra Técnica de Projetos,ENG012,Projeto,0,0,0,0,0,0,0,2018
